id,number,name,form,region,type_1,type_2,ability_1,ability_2,ability_hidden,generation,legendary,mega,height,weight,hp,attack,defense,special_attack,special_defense,speed,total
433,365,Walrein,1,global,Ice,Water,Thick Fat,Ice Body,Oblivious,3,0,0,1.4,150.6,110,80,90,95,90,65,530
434,366,Clamperl,1,global,Water,"",Shell Armor,"",Rattled,3,0,0,0.4,52.5,35,64,85,74,55,32,345
435,367,Huntail,1,global,Water,"",Swift Swim,"",Water Veil,3,0,0,1.7,27,55,104,105,94,75,52,485
436,368,Gorebyss,1,global,Water,"",Swift Swim,"",Hydration,3,0,0,1.8,22.6,55,84,105,114,75,52,485
437,369,Relicanth,1,global,Water,Rock,Swift Swim,"",Sturdy,3,0,0,1,23.4,100,90,130,45,65,55,485
438,370,Luvdisc,1,global,Water,"",Swift Swim,"",Hydration,3,0,0,0.6,8.7,43,30,55,40,65,97,330
439,371,Bagon,1,global,Dragon,"",Rock Head,"",Sheer Force,3,0,0,0.6,42.1,45,75,60,40,30,50,300
440,372,Shelgon,1,global,Dragon,"",Rock Head,"",Overcoat,3,0,0,1.1,110.5,65,95,100,60,50,50,420
441,373,Salamence,1,global,Dragon,Flying,Intimidate,"",Moxie,3,0,0,1.5,102.6,95,135,80,110,80,100,600
442,373,Mega Salamence,1,global,Dragon,Flying,Aerilate,"","",3,0,1,1.8,112.6,95,145,130,120,90,120,700
443,374,Beldum,1,global,Steel,Psychic,Clear Body,"",Light Metal,3,0,0,0.6,95.2,40,55,80,35,60,30,300
444,375,Metang,1,global,Steel,Psychic,Clear Body,"",Light Metal,3,0,0,1.2,202.5,60,75,100,55,80,50,420
445,376,Metagross,1,global,Steel,Psychic,Clear Body,"",Light Metal,3,0,0,1.6,550,80,135,130,95,90,70,600
446,376,Mega Metagross,1,global,Steel,Psychic,Tough Claws,"","",3,0,1,2.5,942.9,80,145,150,105,110,110,700
447,377,Regirock,1,global,Rock,"",Clear Body,"",Sturdy,3,1,0,1.7,230,80,100,200,50,100,50,580
448,378,Regice,1,global,Ice,"",Clear Body,"",Ice Body,3,1,0,1.8,175,80,50,100,100,200,50,580
449,379,Registeel,1,global,Steel,"",Clear Body,"",Light Metal,3,1,0,1.9,205,80,75,150,75,150,50,580
450,380,Latias,1,global,Dragon,Psychic,Levitate,"","",3,1,0,1.4,40,80,80,90,110,130,110,600
451,380,Mega Latias,1,global,Dragon,Psychic,Levitate,"","",3,1,1,1.8,52,80,100,120,140,150,110,700
452,381,Latios,1,global,Dragon,Psychic,Levitate,"","",3,1,0,2,60,80,90,80,130,110,110,600
453,381,Mega Latios,1,global,Dragon,Psychic,Levitate,"","",3,1,1,2.3,70,80,130,100,160,120,110,700
454,382,Kyogre,1,global,Water,"",Drizzle,"","",3,1,0,4.5,352,100,100,90,150,140,90,670
455,382,Primal Kyogre,1,global,Water,"",Primordial Sea,"","",3,1,1,9.8,430,100,150,90,180,160,90,770
456,383,Groudon,1,global,Ground,"",Drought,"","",3,1,0,3.5,950,100,150,140,100,90,90,670
457,383,Primal Groudon,1,global,Ground,Fire,Desolate Land,"","",3,1,1,5,999.7,100,180,160,150,90,90,770
458,384,Rayquaza,1,global,Dragon,Flying,Air Lock,"","",3,1,0,7,206.5,105,150,90,150,90,95,680
459,384,Mega Rayquaza,1,global,Dragon,Flying,Delta Stream,"","",3,1,1,10.8,392,105,180,100,180,100,115,780
460,385,Jirachi,1,global,Steel,Psychic,Serene Grace,"","",3,1,0,0.3,1.1,100,100,100,100,100,100,600
461,386,Deoxys,1,global,Psychic,"",Pressure,"","",3,1,0,1.7,60.8,50,150,50,150,50,150,600
462,386,Deoxys,1,global,Psychic,"",Pressure,"","",3,1,0,1.7,60.8,50,180,20,180,20,150,600
463,386,Deoxys,1,global,Psychic,"",Pressure,"","",3,1,0,1.7,60.8,50,70,160,70,160,90,600
464,386,Deoxys,1,global,Psychic,"",Pressure,"","",3,1,0,1.7,60.8,50,95,90,95,90,180,600
465,387,Turtwig,1,global,Grass,"",Overgrow,"",Shell Armor,4,0,0,0.4,10.2,55,68,64,45,55,31,318
466,388,Grotle,1,global,Grass,"",Overgrow,"",Shell Armor,4,0,0,1.1,97,75,89,85,55,65,36,405
467,389,Torterra,1,global,Grass,Ground,Overgrow,"",Shell Armor,4,0,0,2.2,310,95,109,105,75,85,56,525
468,390,Chimchar,1,global,Fire,"",Blaze,"",Iron Fist,4,0,0,0.5,6.2,44,58,44,58,44,61,309
469,391,Monferno,1,global,Fire,Fighting,Blaze,"",Iron Fist,4,0,0,0.9,22,64,78,52,78,52,81,405
470,392,Infernape,1,global,Fire,Fighting,Blaze,"",Iron Fist,4,0,0,1.2,55,76,104,71,104,71,108,534
471,393,Piplup,1,global,Water,"",Torrent,"",Defiant,4,0,0,0.4,5.2,53,51,53,61,56,40,314
472,394,Prinplup,1,global,Water,"",Torrent,"",Defiant,4,0,0,0.8,23,64,66,68,81,76,50,405
473,395,Empoleon,1,global,Water,Steel,Torrent,"",Defiant,4,0,0,1.7,84.5,84,86,88,111,101,60,530
474,396,Starly,1,global,Normal,Flying,Keen Eye,"",Reckless,4,0,0,0.3,2,40,55,30,30,30,60,245
475,397,Staravia,1,global,Normal,Flying,Intimidate,"",Reckless,4,0,0,0.6,15.5,55,75,50,40,40,80,340
476,398,Staraptor,1,global,Normal,Flying,Intimidate,"",Reckless,4,0,0,1.2,24.9,85,120,70,50,60,100,485
477,399,Bidoof,1,global,Normal,"",Simple,Unaware,Moody,4,0,0,0.5,20,59,45,40,35,40,31,250
478,400,Bibarel,1,global,Normal,Water,Simple,Unaware,Moody,4,0,0,1,31.5,79,85,60,55,60,71,410
479,401,Kricketot,1,global,Bug,"",Shed Skin,"",Run Away,4,0,0,0.3,2.2,37,25,41,25,41,25,194
480,402,Kricketune,1,global,Bug,"",Swarm,"",Technician,4,0,0,1,25.5,77,85,51,55,51,65,384
481,403,Shinx,1,global,Electric,"",Rivalry,Intimidate,Guts,4,0,0,0.5,9.5,45,65,34,40,34,45,263
482,404,Luxio,1,global,Electric,"",Rivalry,Intimidate,Guts,4,0,0,0.9,30.5,60,85,49,60,49,60,363
483,405,Luxray,1,global,Electric,"",Rivalry,Intimidate,Guts,4,0,0,1.4,42,80,120,79,95,79,70,523
484,406,Budew,1,global,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,4,0,0,0.2,1.2,40,30,35,50,70,55,280
485,407,Roserade,1,global,Grass,Poison,Natural Cure,Poison Point,Technician,4,0,0,0.9,14.5,60,70,65,125,105,90,515
486,408,Cranidos,1,global,Rock,"",Mold Breaker,"",Sheer Force,4,0,0,0.9,31.5,67,125,40,30,30,58,350
487,409,Rampardos,1,global,Rock,"",Mold Breaker,"",Sheer Force,4,0,0,1.6,102.5,97,165,60,65,50,58,495
488,410,Shieldon,1,global,Rock,Steel,Sturdy,"",Soundproof,4,0,0,0.5,57,30,42,118,42,88,30,350
489,411,Bastiodon,1,global,Rock,Steel,Sturdy,"",Soundproof,4,0,0,1.3,149.5,60,52,168,47,138,30,495
490,412,Burmy,1,global,Bug,"",Shed Skin,"",Overcoat,4,0,0,0.2,3.4,40,29,45,29,45,36,224
491,412,Burmy,1,global,Bug,"",Shed Skin,"",Overcoat,4,0,0,0.2,3.4,40,29,45,29,45,36,224
492,412,Burmy,1,global,Bug,"",Shed Skin,"",Overcoat,4,0,0,0.2,3.4,40,29,45,29,45,36,224
493,413,Wormadam,1,global,Bug,Grass,Anticipation,"",Overcoat,4,0,0,0.5,6.5,60,59,85,79,105,36,424
494,413,Wormadam,1,global,Bug,Ground,Anticipation,"",Overcoat,4,0,0,0.5,6.5,60,79,105,59,85,36,424
495,413,Wormadam,1,global,Bug,Steel,Anticipation,"",Overcoat,4,0,0,0.5,6.5,60,69,95,69,95,36,424
496,414,Mothim,1,global,Bug,Flying,Swarm,"",Tinted Lens,4,0,0,0.9,23.3,70,94,50,94,50,66,424
497,415,Combee,1,global,Bug,Flying,Honey Gather,"",Hustle,4,0,0,0.3,5.5,30,30,42,30,42,70,244
498,416,Vespiquen,1,global,Bug,Flying,Pressure,"",Unnerve,4,0,0,1.2,38.5,70,80,102,80,102,40,474
499,417,Pachirisu,1,global,Electric,"",Run Away,Pickup,Volt Absorb,4,0,0,0.4,3.9,60,45,70,45,90,95,405
500,418,Buizel,1,global,Water,"",Swift Swim,"",Water Veil,4,0,0,0.7,29.5,55,65,35,60,30,85,330
501,419,Floatzel,1,global,Water,"",Swift Swim,"",Water Veil,4,0,0,1.1,33.5,85,105,55,85,50,115,495
502,420,Cherubi,1,global,Grass,"",Chlorophyll,"","",4,0,0,0.4,3.3,45,35,45,62,53,35,275
503,421,Cherrim,1,global,Grass,"",Flower Gift,"","",4,0,0,0.5,9.3,70,60,70,87,78,85,450
504,421,Cherrim,1,global,Grass,"",Flower Gift,"","",4,0,0,0.5,9.3,70,60,70,87,78,85,450
505,422,Shellos,1,global,Water,"",Sticky Hold,Storm Drain,Sand Force,4,0,0,0.3,6.3,76,48,48,57,62,34,325
506,422,Shellos,1,global,Water,"",Sticky Hold,Storm Drain,Sand Force,4,0,0,0.3,6.3,76,48,48,57,62,34,325
507,423,Gastrodon,1,global,Water,Ground,Sticky Hold,Storm Drain,Sand Force,4,0,0,0.9,29.9,111,83,68,92,82,39,475
508,423,Gastrodon,1,global,Water,Ground,Sticky Hold,Storm Drain,Sand Force,4,0,0,0.9,29.9,111,83,68,92,82,39,475
509,424,Ambipom,1,global,Normal,"",Technician,Pickup,Skill Link,4,0,0,1.2,20.3,75,100,66,60,66,115,482
510,425,Drifloon,1,global,Ghost,Flying,Aftermath,Unburden,Flare Boost,4,0,0,0.4,1.2,90,50,34,60,44,70,348
511,426,Drifblim,1,global,Ghost,Flying,Aftermath,Unburden,Flare Boost,4,0,0,1.2,15,150,80,44,90,54,80,498
512,427,Buneary,1,global,Normal,"",Run Away,Klutz,Limber,4,0,0,0.4,5.5,55,66,44,44,56,85,350
513,428,Lopunny,1,global,Normal,"",Cute Charm,Klutz,Limber,4,0,0,1.2,33.3,65,76,84,54,96,105,480
514,428,Mega Lopunny,1,global,Normal,Fighting,Scrappy,"","",4,0,1,1.3,28.3,65,136,94,54,96,135,580
515,429,Mismagius,1,global,Ghost,"",Levitate,"","",4,0,0,0.9,4.4,60,60,60,105,105,105,495
516,430,Honchkrow,1,global,Dark,Flying,Insomnia,Super Luck,Moxie,4,0,0,0.9,27.3,100,125,52,105,52,71,505
517,431,Glameow,1,global,Normal,"",Limber ,Own Tempo,Keen Eye,4,0,0,0.5,3.9,49,55,42,42,37,85,310
518,432,Purugly,1,global,Normal,"",Thick Fat,Own Tempo,Defiant,4,0,0,1,43.8,71,82,64,64,59,112,452
519,433,Chingling,1,global,Psychic,"",Levitate,"","",4,0,0,0.2,0.6,45,30,50,65,50,45,285
520,434,Stunky,1,global,Poison,Dark,Stench,Aftermath,Keen Eye,4,0,0,0.4,19.2,63,63,47,41,41,74,329
521,435,Skuntank,1,global,Poison,Dark,Stench,Aftermath,Keen Eye,4,0,0,1,38,103,93,67,71,61,84,479
522,436,Bronzor,1,global,Steel,Psychic,Levitate,Heatproof,Heavy Metal,4,0,0,0.5,60.5,57,24,86,24,86,23,300
523,437,Bronzong,1,global,Steel,Psychic,Levitate,Heatproof,Heavy Metal,4,0,0,1.3,187,67,89,116,79,116,33,500
524,438,Bonsly,1,global,Rock,"",Sturdy,Rock Head,Rattled,4,0,0,0.5,15,50,80,95,10,45,10,290
525,439,Mime Jr.,1,global,Psychic,Fairy,Soundproof,Filter,Technician,4,0,0,0.6,13,20,25,45,70,90,60,310
526,440,Happiny,1,global,Normal,"",Natural cure,Serene Grace,Friend Guard,4,0,0,0.6,24.4,100,5,5,15,65,30,220
527,441,Chatot,1,global,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,4,0,0,0.5,1.9,76,65,45,92,42,91,411
528,442,Spiritomb,1,global,Ghost,Dark,Pressure,"",Infiltrator,4,0,0,1,108,50,92,108,92,108,35,485
529,443,Gible,1,global,Dragon,Ground,Sand Veil,"",Rough Skin,4,0,0,0.7,20.5,58,70,45,40,45,42,300
530,444,Gabite,1,global,Dragon,Ground,Sand Veil,"",Rough Skin,4,0,0,1.4,56,68,90,65,50,55,82,410
531,445,Garchomp,1,global,Dragon,Ground,Sand Veil,"",Rough Skin,4,0,0,1.9,95,108,130,95,80,85,102,600
532,445,Mega Garchomp,1,global,Dragon,Ground,Sand Force,"","",4,0,1,1.9,95,108,170,115,120,95,92,700
533,446,Munchlax,1,global,Normal,"",Pickup,Thick Fat,Gluttony,4,0,0,0.6,105,135,85,40,40,85,5,390
534,447,Riolu,1,global,Fighting,"",Steadfast,Inner Focus,Prankster,4,0,0,0.7,20.2,40,70,40,35,40,60,285
535,448,Lucario,1,global,Fighting,Steel,Steadfast,Inner Focus,Justified,4,0,0,1.2,54,70,110,70,115,70,90,525
536,448,Mega Lucario,1,global,Fighting,Steel,Adaptability,"","",4,0,1,1.3,57.5,70,145,88,140,70,112,625
537,449,Hippopotas,1,global,Ground,"",Sand Stream,"",Sand Force,4,0,0,0.8,49.5,68,72,78,38,42,32,330
538,450,Hippowdon,1,global,Ground,"",Sand Stream,"",Sand Force,4,0,0,2,300,108,112,118,68,72,47,525
539,451,Skorupi,1,global,Poison,Bug,Battle Armor,Sniper,Keen Eye,4,0,0,0.8,12,40,50,90,30,55,65,330
540,452,Drapion,1,global,Poison,Dark,Battle Armor,Sniper,Keen Eye,4,0,0,1.3,61.5,70,90,110,60,75,95,500
541,453,Croagunk,1,global,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,4,0,0,0.7,23,48,61,40,61,40,50,300
542,454,Toxicroak,1,global,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,4,0,0,1.3,44.4,83,106,65,86,65,85,490
543,455,Carnivine,1,global,Grass,"",Levitate,"","",4,0,0,1.4,27,74,100,72,90,72,46,454
544,456,Finneon,1,global,Water,"",Swift Swim,Storm Drain,Water Veil,4,0,0,0.4,7,49,49,56,49,61,66,330
545,457,Lumineon,1,global,Water,"",Swift Swim,Storm Drain,Water Veil,4,0,0,1.2,24,69,69,76,69,86,91,460
546,458,Mantyke,1,global,Water,Flying,Swift Swim,Water Absorb,Water Veil,4,0,0,1,65,45,20,50,60,120,50,345
547,459,Snover,1,global,Grass,Ice,Snow Warning,"",Soundproof,4,0,0,1,50.5,60,62,50,62,60,40,334
548,460,Abomasnow,1,global,Grass,Ice,Snow Warning,"",Soundproof,4,0,0,2.2,135.5,90,92,75,92,85,60,494
549,460,Mega Abomasnow,1,global,Grass,Ice,Snow Warning,"","",4,0,1,2.7,185,90,132,105,132,105,30,594
550,461,Weavile,1,global,Dark,Ice,Pressure,"",Pickpocket,4,0,0,1.1,34,70,120,65,45,85,125,510
551,462,Magnezone,1,global,Electric,Steel,Magnet Pull,Sturdy,Analytic,4,0,0,1.2,180,70,70,115,130,90,60,535
552,463,Lickilicky,1,global,Normal,"",Own Tempo,Oblivious,Cloud Nine,4,0,0,1.7,140,110,85,95,80,95,50,515
553,464,Rhyperior,1,global,Ground,Rock,Lightning Rod,Solid Rock,Reckless,4,0,0,2.4,282.8,115,140,130,55,55,40,535
554,465,Tangrowth,1,global,Grass,"",Chlorophyll,Leaf Guard,Regenerator,4,0,0,2,128.6,100,100,125,110,50,50,535
555,466,Electivire,1,global,Electric,"",Motor Drive,"",Vital Spilit,4,0,0,1.8,138.6,75,123,67,95,85,95,540
556,467,Magmortar,1,global,Fire,"",Flame Body,"",Vital Spilit,4,0,0,1.6,68,75,95,67,125,95,83,540
557,468,Togekiss,1,global,Fairy,Flying,Hustle,Serene Grace,Super Luck,4,0,0,1.5,38,85,50,95,120,115,80,545
558,469,Yanmega,1,global,Bug,Flying,Speed Boost,Tinted Lens,Frisk,4,0,0,1.9,51.5,86,76,86,116,56,95,515
559,470,Leafeon,1,global,Grass,"",Leaf Guard,"",Chlorophyll,4,0,0,1,25.5,65,110,130,60,65,95,525
560,471,Glaceon,1,global,Ice,"",Snow Cloak,"",Ice Body,4,0,0,0.8,25.9,65,60,110,130,95,65,525
561,472,Gliscor,1,global,Ground,Flying,Hyper Cutter,Sand Veil,Poison Heal,4,0,0,2,42.5,75,95,125,45,75,95,510
562,473,Mamoswine,1,global,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,4,0,0,2.5,291,110,130,80,70,60,80,530
563,474,Porygon-Z,1,global,Normal,"",Adaptability,Download,Analytic,4,0,0,0.9,34,85,80,70,135,75,90,535
564,475,Gallade,1,global,Psychic,Fighting,Steadfast,"",Justified,4,0,0,1.6,52,68,125,65,65,115,80,518
565,475,Mega Gallade,1,global,Psychic,Fighting,Inner Focus,"","",4,0,1,1.6,56.4,68,165,95,65,115,110,618
566,476,Probopass,1,global,Rock,Steel,Sturdy,Magnet Pull,Sand Force,4,0,0,1.4,340,60,55,145,75,150,40,525
567,477,Dusknoir,1,global,Ghost,"",Pressure,"",Frisk,4,0,0,2.2,106.6,45,100,135,65,135,45,525
568,478,Froslass,1,global,Ice,Ghost,Snow Cloak,"",Cursed Body,4,0,0,1.3,26.6,70,80,70,80,70,110,480
569,479,Rotom,1,global,Electric,Ghost,Levitate,"","",4,0,0,0.3,0.3,50,50,77,95,77,91,440
570,479,Rotom,1,global,Electric,Fire,Levitate,"","",4,0,0,0.3,0.3,50,65,107,105,107,86,520
571,479,Rotom,1,global,Electric,Water,Levitate,"","",4,0,0,0.3,0.3,50,65,107,105,107,86,520
572,479,Rotom,1,global,Electric,Ice,Levitate,"","",4,0,0,0.3,0.3,50,65,107,105,107,86,520
573,479,Rotom,1,global,Electric,Flying,Levitate,"","",4,0,0,0.3,0.3,50,65,107,105,107,86,520
574,479,Rotom,1,global,Electric,Grass,Levitate,"","",4,0,0,0.3,0.3,50,65,107,105,107,86,520
575,480,Uxie,1,global,Psychic,"",Levitate,"","",4,1,0,0.3,0.3,75,75,130,75,130,95,580
576,481,Mesprit,1,global,Psychic,"",Levitate,"","",4,1,0,0.3,0.3,80,105,105,105,105,80,580
577,482,Azelf,1,global,Psychic,"",Levitate,"","",4,1,0,0.3,0.3,75,125,70,125,70,115,580
578,483,Dialga,1,global,Steel,Dragon,Pressure,"",Telepathy,4,1,0,5.4,683,100,120,120,150,100,90,680
579,484,Palkia,1,global,Water,Dragon,Pressure,"",Telepathy,4,1,0,4.2,336,90,120,100,150,120,100,680
580,485,Heatran,1,global,Fire,Steel,Flash Fire,"",Flame Body,4,1,0,1.7,430,91,90,106,130,106,77,600
581,486,Regigigas,1,global,Normal,"",Slow Start,"","",4,1,0,3.7,420,110,160,110,80,110,100,670
582,487,Giratina,1,global,Ghost,Dragon,Pressure,"",Telepathy,4,1,0,4.5,750,150,100,120,100,120,90,680
583,487,Giratina,1,global,Ghost,Dragon,Levitate,"","",4,1,0,6.9,650,150,120,100,120,100,90,680
584,488,Cresselia,1,global,Psychic,"",Levitate,"","",4,1,0,1.5,85.6,120,70,120,75,130,85,600
585,489,Phione,1,global,Water,"",Hydration,"","",4,1,0,0.4,3.1,80,80,80,80,80,80,480
586,490,Manaphy,1,global,Water,"",Hydration,"","",4,1,0,0.3,1.4,100,100,100,100,100,100,600
587,491,Darkrai,1,global,Dark,"",Bad Dreams,"","",4,1,0,1.5,50.5,70,90,90,135,90,125,600
588,492,Shaymin,1,global,Grass,"",Natural cure,"","",4,1,0,0.2,2.1,100,100,100,100,100,100,600
589,492,Shaymin,1,global,Grass,Flying,Serene Grace,"","",4,1,0,0.4,5.2,100,103,75,120,75,127,600
590,493,Arceus,1,global,Normal,"",Multitype,"","",4,1,0,3.2,320,120,120,120,120,120,120,720
591,494,Victini,1,global,Psychic,Fire,Victory Star,"","",5,1,0,0.4,4,100,100,100,100,100,100,600
592,495,Snivy,1,global,Grass,"",Overgrow,"",Contrary,5,0,0,0.6,8.1,45,45,55,45,55,63,308
593,496,Servine,1,global,Grass,"",Overgrow,"",Contrary,5,0,0,0.8,16,60,60,75,60,75,83,413
594,497,Serperior,1,global,Grass,"",Overgrow,"",Contrary,5,0,0,3.3,63,75,75,95,75,95,113,528
595,498,Tepig,1,global,Fire,"",Blaze,"",Thick Fat,5,0,0,0.5,9.9,65,63,45,45,45,45,308
596,499,Pignite,1,global,Fire,Fighting,Blaze,"",Thick Fat,5,0,0,1,55.5,90,93,55,70,55,55,418
597,500,Emboar,1,global,Fire,Fighting,Blaze,"",Reckless,5,0,0,1.6,150,110,123,65,100,65,65,528
598,501,Oshawott,1,global,Water,"",Torrent,"",Shell Armor,5,0,0,0.5,5.9,55,55,45,63,45,45,308
599,502,Dewott,1,global,Water,"",Torrent,"",Shell Armor,5,0,0,0.8,24.5,75,75,60,83,60,60,413
600,503,Samurott,1,global,Water,"",Torrent,"",Shell Armor,5,0,0,1.5,94.6,95,100,85,108,70,70,528
601,504,Patrat,1,global,Normal,"",Run Away,Keen Eye,Analytic,5,0,0,0.5,11.6,45,55,39,35,39,42,255
602,505,Watchog,1,global,Normal,"",Illuminate,Keen Eye,Analytic,5,0,0,1.1,27,60,85,69,60,69,77,420
603,506,Lillipup,1,global,Normal,"",Vital Spilit,Pickup,Run Away,5,0,0,0.4,4.1,45,60,45,25,45,55,275
604,507,Herdier,1,global,Normal,"",Intimidate,Sand Rush,Scrappy,5,0,0,0.9,14.7,65,80,65,35,65,60,370
605,508,Stoutland,1,global,Normal,"",Intimidate,Sand Rush,Scrappy,5,0,0,1.2,61,85,110,90,45,90,80,500
606,509,Purrloin,1,global,Dark,"",Limber,Unburden,Prankster,5,0,0,0.4,10.1,41,50,37,50,37,66,281
607,510,Liepard,1,global,Dark,"",Limber,Unburden,Prankster,5,0,0,1.1,37.5,64,88,50,88,50,106,446
608,511,Pansage,1,global,Grass,"",Gluttony,"",Overgrow,5,0,0,0.6,10.5,50,53,48,53,48,64,316
609,512,Simisage,1,global,Grass,"",Gluttony,"",Overgrow,5,0,0,1.1,30.5,75,98,63,98,63,101,498
610,513,Pansear,1,global,Fire,"",Gluttony,"",Blaze,5,0,0,0.6,11,50,53,48,53,48,64,316
611,514,Simisear,1,global,Fire,"",Gluttony,"",Blaze,5,0,0,1,28,75,98,63,98,63,101,498
612,515,Panpour,1,global,Water,"",Gluttony,"",Torrent,5,0,0,0.6,13.5,50,53,48,53,48,64,316
613,516,Simipour,1,global,Water,"",Gluttony,"",Torrent,5,0,0,1,29,75,98,63,98,63,101,498
614,517,Munna,1,global,Psychic,"",Forewarn,Synchronize,Telepathy,5,0,0,0.6,23.3,76,25,45,67,55,24,292
615,518,Musharna,1,global,Psychic,"",Forewarn,Synchronize,Telepathy,5,0,0,1.1,60.5,116,55,85,107,95,29,487
616,519,Pidove,1,global,Normal,Flying,Big Pecks,Super Luck,Rivalry,5,0,0,0.3,2.1,50,55,50,36,30,43,264
617,520,Tranquill,1,global,Normal,Flying,Big Pecks,Super Luck,Rivalry,5,0,0,0.6,15,62,77,62,50,42,65,358
618,521,Unfezant,1,global,Normal,Flying,Big Pecks,Super Luck,Rivalry,5,0,0,1.2,29,80,115,80,65,55,93,488
619,522,Blitzle,1,global,Electric,"",Lightning Rod,Motor Drive,Sap Sipper,5,0,0,0.8,29.8,45,60,32,50,32,76,295
620,523,Zebstrika,1,global,Electric,"",Lightning Rod,Motor Drive,Sap Sipper,5,0,0,1.6,79.5,75,100,63,80,63,116,497
621,524,Roggenrola,1,global,Rock,"",Sturdy,Weak Armor,Sand Force,5,0,0,0.4,18,55,75,85,25,25,15,280
622,525,Boldore,1,global,Rock,"",Sturdy,Weak Armor,Sand Force,5,0,0,0.9,102,70,105,105,50,40,20,390
623,526,Gigalith,1,global,Rock,"",Sturdy,Sand Stream,Sand Force,5,0,0,1.7,260,85,135,130,60,80,25,515
624,527,Woobat,1,global,Psychic,Flying,Unaware,Klutz,Simple,5,0,0,0.4,2.1,65,45,43,55,43,72,323
625,528,Swoobat,1,global,Psychic,Flying,Unaware,Klutz,Simple,5,0,0,0.9,10.5,67,57,55,77,55,114,425
626,529,Drilbur,1,global,Ground,"",Sand Rush,Sand Force,Mold Breaker,5,0,0,0.3,8.5,60,85,40,30,45,68,328
627,530,Excadrill,1,global,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,5,0,0,0.7,40.4,110,135,60,50,65,88,508
628,531,Audino,1,global,Normal,"",Healer,Regenerator,Klutz,5,0,0,1.1,31,103,60,86,60,86,50,445
629,531,Mega Audino,1,global,Normal,Fairy,Healer,"","",5,0,1,1.5,32,103,60,126,80,126,50,545
630,532,Timburr,1,global,Fighting,"",Guts,Sheer Force,Iron Fist,5,0,0,0.6,12.5,75,80,55,25,35,35,305
631,533,Gurdurr,1,global,Fighting,"",Guts,Sheer Force,Iron Fist,5,0,0,1.2,40,85,105,85,40,50,40,405
632,534,Conkeldurr,1,global,Fighting,"",Guts,Sheer Force,Iron Fist,5,0,0,1.4,87,105,140,95,55,65,45,505
633,535,Tympole,1,global,Water,"",Swift Swim,Hydration,Water Absorb,5,0,0,0.5,4.5,50,50,40,50,40,64,294
634,536,Palpitoad,1,global,Water,Ground,Swift Swim,Hydration,Water Absorb,5,0,0,0.8,17,75,65,55,65,55,69,384
635,537,Seismitoad,1,global,Water,Ground,Swift Swim,Poison Touch,Water Absorb,5,0,0,1.5,62,105,95,75,85,75,74,509
636,538,Throh,1,global,Fighting,"",Guts,Inner Focus,Mold Breaker,5,0,0,1.3,55.5,120,100,85,30,85,45,465
637,539,Sawk,1,global,Fighting,"",Sturdy,Inner Focus,Mold Breaker,5,0,0,1.4,51,75,125,75,30,75,85,465
638,540,Sewaddle,1,global,Bug,Grass,Swarm,Chlorophyll,Overcoat,5,0,0,0.3,2.5,45,53,70,40,60,42,310
639,541,Swadloon,1,global,Bug,Grass,Leaf guard,Chlorophyll,Overcoat,5,0,0,0.5,7.3,55,63,90,50,80,42,380
640,542,Leavanny,1,global,Bug,Grass,Swarm,Chlorophyll,Overcoat,5,0,0,1.2,20.5,75,103,80,70,80,92,500
641,543,Venipede,1,global,Bug,Poison,Poison Point,Swarm,Speed Boost,5,0,0,0.4,5.3,30,45,59,30,39,57,260
642,544,Whirlipede,1,global,Bug,Poison,Poison Point,Swarm,Speed Boost,5,0,0,1.2,58.5,40,55,99,40,79,47,360
643,545,Scolipede,1,global,Bug,Poison,Poison Point,Swarm,Speed Boost,5,0,0,1.5,200.5,60,100,89,55,69,112,485
644,546,Cottonee,1,global,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,5,0,0,0.3,0.6,40,27,60,37,50,66,280
645,547,Whimsicott,1,global,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,5,0,0,0.7,6.6,60,67,85,77,75,116,480
646,548,Petilil,1,global,Grass,"",Chlorophyll,Own Tempo,Leaf Guard,5,0,0,0.5,6.6,45,35,50,70,50,30,280
647,549,Lilligant,1,global,Grass,"",Chlorophyll,Own Tempo,Leaf Guard,5,0,0,1.1,16.3,70,60,75,110,75,90,480
648,550,Basculin,1,global,Water,"",Reckless,Adaptability,Mold Breaker,5,0,0,1,18,70,92,65,80,55,98,460
649,550,Basculin,1,global,Water,"",Rock Head,Adaptability,Mold Breaker,5,0,0,1,18,70,92,65,80,55,98,460
650,551,Sandile,1,global,Ground,Dark,Intimidate,Moxie,Anger Point,5,0,0,0.7,15.2,50,72,35,35,35,65,292
651,552,Krokorok,1,global,Ground,Dark,Intimidate,Moxie,Anger Point,5,0,0,1,33.4,60,82,45,45,45,74,351
652,553,Krookodile,1,global,Ground,Dark,Intimidate,Moxie,Anger Point,5,0,0,1.5,96.3,95,117,80,65,70,92,519
653,554,Darumaka,1,global,Fire,"",Hustle,"",Inner Focus,5,0,0,0.6,37.5,70,90,45,15,45,50,315
