id,number,name,form,region,type_1,type_2,ability_1,ability_2,ability_hidden,generation,legendary,mega,height,weight,hp,attack,defense,special_attack,special_defense,speed,total,enabled,rarity_tier,gender
377,318,Carvanha,0,global,Water,Dark,Rough Skin,"",Speed Boost,3,0,0,0.8,20.8,45,90,20,65,20,65,305,1,ultra-common,mf
378,319,Sharpedo,0,global,Water,Dark,Rough Skin,"",Speed Boost,3,0,0,1.8,88.8,70,120,40,95,40,95,460,1,common,mf
379,319,Mega Sharpedo,0,global,Water,Dark,Strong Jaw,"","",3,0,1,2.5,130.3,70,140,70,110,65,105,560,1,rare,mf
380,320,Wailmer,0,global,Water,"",Water Veil,Oblivious,Pressure,3,0,0,2,130,130,70,35,70,35,60,400,1,ultra-common,mf
381,321,Wailord,0,global,Water,"",Water Veil,Oblivious,Pressure,3,0,0,14.5,398,170,90,45,90,45,60,500,1,common,mf
382,322,Numel,0,global,Fire,Ground,Oblivious,Simple,Own Tempo,3,0,0,0.7,24,60,60,40,65,45,35,305,1,ultra-common,fo
383,323,Camerupt,0,global,Fire,Ground,Magma Armor,Solid Rock,Anger Point,3,0,0,1.9,220,70,100,70,105,75,40,460,1,common,fo
384,323,Mega Camerupt,0,global,Fire,Ground,Sheer Force,"","",3,0,1,2.5,320.5,70,120,100,145,105,20,560,1,rare,fo
385,324,Torkoal,0,global,Fire,"",White Smoke,Drought,Shell Armor,3,0,0,0.5,80.4,70,85,140,85,70,20,470,1,common,mf
386,325,Spoink,0,global,Psychic,"",Thick Fat,Own Tempo,Gluttony,3,0,0,0.7,30.6,60,25,35,70,80,60,330,1,ultra-common,mf
387,326,Grumpig,0,global,Psychic,"",Thick Fat,Own Tempo,Gluttony,3,0,0,0.9,71.5,80,45,65,90,110,80,470,1,common,mf
388,327,Spinda,0,global,Normal,"",Own Tempo,Tangled Feet,Contrary,3,0,0,1.1,5,60,60,60,60,60,60,360,1,ultra-common,mf
389,328,Trapinch,0,global,Ground,"",Hyper Cutter,Arena Trap,Sheer Force,3,0,0,0.7,15,45,100,45,45,45,10,290,1,ultra-common,mf
390,329,Vibrava,0,global,Ground,Dragon,Levitate,"","",3,0,0,1.1,15.3,50,70,50,50,50,70,340,1,ultra-common,mf
391,330,Flygon,0,global,Ground,Dragon,Levitate,"","",3,0,0,2,82,80,100,80,80,80,100,520,1,common,mf
392,331,Cacnea,0,global,Grass,"",Sand Veil,"",Water Absorb,3,0,0,0.4,51.3,50,85,40,85,40,35,335,1,ultra-common,mf
393,332,Cacturne,0,global,Grass,Dark,Sand Veil,"",Water Absorb,3,0,0,1.3,77.4,70,115,60,115,60,55,475,1,common,fo
394,333,Swablu,0,global,Normal,Flying,Natural Cure,"",Cloud Nine,3,0,0,0.4,1.2,45,40,60,40,75,50,310,1,ultra-common,mf
395,334,Altaria,0,global,Dragon,Flying,Natural Cure,"",Cloud Nine,3,0,0,1.1,20.6,75,70,90,70,105,80,490,1,rare,mf
396,334,Mega Altaria,0,global,Dragon,Fairy,Pixilate,"","",3,0,1,1.5,20.6,75,110,110,110,105,80,590,1,rare,mf
397,335,Zangoose,0,global,Normal,"",Immunity,"",Toxic Boost,3,0,0,1.3,40.3,73,115,60,60,60,90,458,1,common,mf
398,336,Seviper,0,global,Poison,"",Shed Skin,"",Infiltrator,3,0,0,2.7,52.5,73,100,60,100,60,65,458,1,common,mf
399,337,Lunatone,0,global,Rock,Psychic,Levitate,"","",3,0,0,1,168,90,55,65,95,85,70,460,1,common,uk
400,338,Solrock,0,global,Rock,Psychic,Levitate,"","",3,0,0,1.2,154,90,95,85,55,65,70,460,1,common,uk
401,339,Barboach,0,global,Water,Ground,Oblivious,Anticipation,Hydration,3,0,0,0.4,1.9,50,48,43,46,41,60,288,1,ultra-common,mf
402,340,Whiscash,0,global,Water,Ground,Oblivious,Anticipation,Hydration,3,0,0,0.9,23.6,110,78,73,76,71,60,468,1,common,mf
403,341,Corphish,0,global,Water,"",Hyper Cutter,Shell Armor,Adaptability,3,0,0,0.6,11.5,43,80,65,50,35,35,308,1,ultra-common,mf
404,342,Crawdaunt,0,global,Water,Dark,Hyper Cutter,Shell Armor,Adaptability,3,0,0,1.1,32.8,63,120,85,90,55,55,468,1,common,mf
405,343,Baltoy,0,global,Ground,Psychic,Levitate,"","",3,0,0,0.5,21.5,40,40,55,40,70,55,300,1,ultra-common,uk
406,344,Claydol,0,global,Ground,Psychic,Levitate,"","",3,0,0,1.5,108,60,70,105,70,120,75,500,1,common,uk
407,345,Lileep,0,global,Rock,Grass,Suction Cups,"",Storm Drain,3,0,0,1,23.8,66,41,77,61,87,23,355,1,ultra-common,mf
408,346,Cradily,0,global,Rock,Grass,Suction Cups,"",Storm Drain,3,0,0,1.5,60.4,86,81,97,81,107,43,495,1,common,mf
409,347,Anorith,0,global,Rock,Bug,Battle Armor,"",Swift Swim,3,0,0,0.7,12.5,45,95,50,40,50,75,355,1,ultra-common,mf
410,348,Armaldo,0,global,Rock,Bug,Battle Armor,"",Swift Swim,3,0,0,1.5,68.2,75,125,100,70,80,45,495,1,common,mf
411,349,Feebas,0,global,Water,"",Swift Swim,Oblivious,Adaptability,3,0,0,0.6,7.4,20,15,20,10,55,80,200,1,common,mf
412,350,Milotic,0,global,Water,"",Marvel Scale,Competitive,Cute Charm,3,0,0,6.2,162,95,60,79,100,125,81,540,1,ultra-rare,fo
413,351,Castform,0,global,Normal,"",Forecast,"","",3,0,0,0.3,0.8,70,70,70,70,70,70,420,1,ultra-common,mf
414,351,Castform,1,global,Fire,"",Forecast,"","",3,0,0,0.3,0.8,70,70,70,70,70,70,420,1,ultra-common,mf
415,351,Castform,2,global,Water,"",Forecast,"","",3,0,0,0.3,0.8,70,70,70,70,70,70,420,1,ultra-common,mf
416,351,Castform,3,global,Ice,"",Forecast,"","",3,0,0,0.3,0.8,70,70,70,70,70,70,420,1,ultra-common,mf
417,352,Kecleon,0,global,Normal,"",Color Change,"",Protean,3,0,0,1,22,60,90,70,60,120,40,440,1,common,mf
418,353,Shuppet,0,global,Ghost,"",Insomnia,Frisk,Cursed Body,3,0,0,0.6,2.3,44,75,35,63,33,45,295,1,ultra-common,mf
419,354,Banette,0,global,Ghost,"",Insomnia,Frisk,Cursed Body,3,0,0,1.1,12.5,64,115,65,83,63,65,455,1,common,mf
420,354,Mega Banette,0,global,Ghost,"",Prankster,"","",3,0,1,1.2,13,64,165,75,93,83,75,555,1,rare,mf
421,355,Duskull,0,global,Ghost,"",Levitate,"",Frisk,3,0,0,0.8,15,20,40,90,30,90,25,295,1,ultra-common,mf
422,356,Dusclops,0,global,Ghost,"",Pressure,"",Frisk,3,0,0,1.6,30.6,40,70,130,60,130,25,455,1,common,mf
423,357,Tropius,0,global,Grass,Flying,Chlorophyll,Solar Power,Harvest,3,0,0,2,100,99,68,83,72,87,51,460,1,common,mf
424,358,Chimecho,0,global,Psychic,"",Levitate,"","",3,0,0,0.6,1,75,50,80,95,90,65,455,1,common,mf
425,359,Absol,0,global,Dark,"",Pressure,Super Luck,Justified,3,0,0,1.2,47,65,130,60,75,60,75,465,1,common,mf
426,359,Mega Absol,0,global,Dark,"",Magic Bounce,"","",3,0,1,1.2,49,65,150,60,115,60,115,565,1,rare,mf
427,360,Wynaut,0,global,Psychic,"",Shadow Tag,"",Telepathy,3,0,0,0.6,14,95,23,48,23,48,23,260,1,ultra-common,mf
428,361,Snorunt,0,global,Ice,"",Inner Focus,Ice Body,Moody,3,0,0,0.7,16.8,50,50,50,50,50,50,300,1,ultra-common,mf
429,362,Glalie,0,global,Ice,"",Inner Focus,Ice Body,Moody,3,0,0,1.5,256.5,80,80,80,80,80,80,480,1,common,mf
430,362,Mega Glalie,0,global,Ice,"",Refrigerate,"","",3,0,1,2.1,350.2,80,120,80,120,80,100,580,1,rare,mf
431,363,Spheal,0,global,Ice,Water,Thick Fat,Ice Body,Oblivious,3,0,0,0.8,39.5,70,40,50,55,50,25,290,1,ultra-common,mf
432,364,Sealeo,0,global,Ice,Water,Thick Fat,Ice Body,Oblivious,3,0,0,1.1,87.6,90,60,70,75,70,45,410,1,ultra-common,mf
433,365,Walrein,0,global,Ice,Water,Thick Fat,Ice Body,Oblivious,3,0,0,1.4,150.6,110,80,90,95,90,65,530,1,rare,mf
434,366,Clamperl,0,global,Water,"",Shell Armor,"",Rattled,3,0,0,0.4,52.5,35,64,85,74,55,32,345,1,ultra-common,mf
435,367,Huntail,0,global,Water,"",Swift Swim,"",Water Veil,3,0,0,1.7,27,55,104,105,94,75,52,485,1,common,mf
436,368,Gorebyss,0,global,Water,"",Swift Swim,"",Hydration,3,0,0,1.8,22.6,55,84,105,114,75,52,485,1,common,mf
437,369,Relicanth,0,global,Water,Rock,Swift Swim,"",Sturdy,3,0,0,1,23.4,100,90,130,45,65,55,485,1,common,fo
438,370,Luvdisc,0,global,Water,"",Swift Swim,"",Hydration,3,0,0,0.6,8.7,43,30,55,40,65,97,330,1,ultra-common,mf
439,371,Bagon,0,global,Dragon,"",Rock Head,"",Sheer Force,3,0,0,0.6,42.1,45,75,60,40,30,50,300,1,ultra-common,mf
440,372,Shelgon,0,global,Dragon,"",Rock Head,"",Overcoat,3,0,0,1.1,110.5,65,95,100,60,50,50,420,1,ultra-common,mf
441,373,Salamence,0,global,Dragon,Flying,Intimidate,"",Moxie,3,0,0,1.5,102.6,95,135,80,110,80,100,600,1,ultra-rare,mf
442,373,Mega Salamence,0,global,Dragon,Flying,Aerilate,"","",3,0,1,1.8,112.6,95,145,130,120,90,120,700,1,rare,mf
443,374,Beldum,0,global,Steel,Psychic,Clear Body,"",Light Metal,3,0,0,0.6,95.2,40,55,80,35,60,30,300,1,ultra-common,uk
444,375,Metang,0,global,Steel,Psychic,Clear Body,"",Light Metal,3,0,0,1.2,202.5,60,75,100,55,80,50,420,1,ultra-common,uk
445,376,Metagross,0,global,Steel,Psychic,Clear Body,"",Light Metal,3,0,0,1.6,550,80,135,130,95,90,70,600,1,ultra-rare,uk
446,376,Mega Metagross,0,global,Steel,Psychic,Tough Claws,"","",3,0,1,2.5,942.9,80,145,150,105,110,110,700,1,rare,uk
447,377,Regirock,0,global,Rock,"",Clear Body,"",Sturdy,3,1,0,1.7,230,80,100,200,50,100,50,580,1,ultra-rare,uk
448,378,Regice,0,global,Ice,"",Clear Body,"",Ice Body,3,1,0,1.8,175,80,50,100,100,200,50,580,1,ultra-rare,uk
449,379,Registeel,0,global,Steel,"",Clear Body,"",Light Metal,3,1,0,1.9,205,80,75,150,75,150,50,580,1,ultra-rare,uk
450,380,Latias,0,global,Dragon,Psychic,Levitate,"","",3,1,0,1.4,40,80,80,90,110,130,110,600,1,ultra-rare,fo
451,380,Mega Latias,0,global,Dragon,Psychic,Levitate,"","",3,1,1,1.8,52,80,100,120,140,150,110,700,1,ultra-rare,fo
452,381,Latios,0,global,Dragon,Psychic,Levitate,"","",3,1,0,2,60,80,90,80,130,110,110,600,1,ultra-rare,mo
453,381,Mega Latios,0,global,Dragon,Psychic,Levitate,"","",3,1,1,2.3,70,80,130,100,160,120,110,700,1,ultra-rare,mo
454,382,Kyogre,0,global,Water,"",Drizzle,"","",3,1,0,4.5,352,100,100,90,150,140,90,670,1,ultra-rare,uk
455,382,Primal Kyogre,0,global,Water,"",Primordial Sea,"","",3,1,1,9.8,430,100,150,90,180,160,90,770,1,ultra-rare,uk
456,383,Groudon,0,global,Ground,"",Drought,"","",3,1,0,3.5,950,100,150,140,100,90,90,670,1,ultra-rare,uk
457,383,Primal Groudon,0,global,Ground,Fire,Desolate Land,"","",3,1,1,5,999.7,100,180,160,150,90,90,770,1,ultra-rare,uk
458,384,Rayquaza,0,global,Dragon,Flying,Air Lock,"","",3,1,0,7,206.5,105,150,90,150,90,95,680,1,ultra-rare,uk
459,384,Mega Rayquaza,0,global,Dragon,Flying,Delta Stream,"","",3,1,1,10.8,392,105,180,100,180,100,115,780,1,ultra-rare,uk
460,385,Jirachi,0,global,Steel,Psychic,Serene Grace,"","",3,1,0,0.3,1.1,100,100,100,100,100,100,600,1,ultra-rare,uk
461,386,Deoxys,0,global,Psychic,"",Pressure,"","",3,1,0,1.7,60.8,50,150,50,150,50,150,600,1,ultra-rare,uk
462,386,Deoxys,1,global,Psychic,"",Pressure,"","",3,1,0,1.7,60.8,50,180,20,180,20,150,600,1,ultra-rare,uk
463,386,Deoxys,2,global,Psychic,"",Pressure,"","",3,1,0,1.7,60.8,50,70,160,70,160,90,600,1,ultra-rare,uk
464,386,Deoxys,3,global,Psychic,"",Pressure,"","",3,1,0,1.7,60.8,50,95,90,95,90,180,600,1,ultra-rare,uk
465,387,Turtwig,0,global,Grass,"",Overgrow,"",Shell Armor,4,0,0,0.4,10.2,55,68,64,45,55,31,318,1,ultra-common,mf
466,388,Grotle,0,global,Grass,"",Overgrow,"",Shell Armor,4,0,0,1.1,97,75,89,85,55,65,36,405,1,common,mf
467,389,Torterra,0,global,Grass,Ground,Overgrow,"",Shell Armor,4,0,0,2.2,310,95,109,105,75,85,56,525,1,rare,mf
468,390,Chimchar,0,global,Fire,"",Blaze,"",Iron Fist,4,0,0,0.5,6.2,44,58,44,58,44,61,309,1,ultra-common,mf
469,391,Monferno,0,global,Fire,Fighting,Blaze,"",Iron Fist,4,0,0,0.9,22,64,78,52,78,52,81,405,1,common,mf
470,392,Infernape,0,global,Fire,Fighting,Blaze,"",Iron Fist,4,0,0,1.2,55,76,104,71,104,71,108,534,1,rare,mf
471,393,Piplup,0,global,Water,"",Torrent,"",Defiant,4,0,0,0.4,5.2,53,51,53,61,56,40,314,1,ultra-common,mf
472,394,Prinplup,0,global,Water,"",Torrent,"",Defiant,4,0,0,0.8,23,64,66,68,81,76,50,405,1,common,mf
473,395,Empoleon,0,global,Water,Steel,Torrent,"",Defiant,4,0,0,1.7,84.5,84,86,88,111,101,60,530,1,rare,mf
474,396,Starly,0,global,Normal,Flying,Keen Eye,"",Reckless,4,0,0,0.3,2,40,55,30,30,30,60,245,1,ultra-common,fo
475,397,Staravia,0,global,Normal,Flying,Intimidate,"",Reckless,4,0,0,0.6,15.5,55,75,50,40,40,80,340,1,ultra-common,fo
476,398,Staraptor,0,global,Normal,Flying,Intimidate,"",Reckless,4,0,0,1.2,24.9,85,120,70,50,60,100,485,1,common,fo
477,399,Bidoof,0,global,Normal,"",Simple,Unaware,Moody,4,0,0,0.5,20,59,45,40,35,40,31,250,1,ultra-common,fo
478,400,Bibarel,0,global,Normal,Water,Simple,Unaware,Moody,4,0,0,1,31.5,79,85,60,55,60,71,410,1,ultra-common,fo
479,401,Kricketot,0,global,Bug,"",Shed Skin,"",Run Away,4,0,0,0.3,2.2,37,25,41,25,41,25,194,1,ultra-common,fo
480,402,Kricketune,0,global,Bug,"",Swarm,"",Technician,4,0,0,1,25.5,77,85,51,55,51,65,384,1,ultra-common,fo
481,403,Shinx,0,global,Electric,"",Rivalry,Intimidate,Guts,4,0,0,0.5,9.5,45,65,34,40,34,45,263,1,ultra-common,fo
482,404,Luxio,0,global,Electric,"",Rivalry,Intimidate,Guts,4,0,0,0.9,30.5,60,85,49,60,49,60,363,1,ultra-common,fo
483,405,Luxray,0,global,Electric,"",Rivalry,Intimidate,Guts,4,0,0,1.4,42,80,120,79,95,79,70,523,1,rare,fo
484,406,Budew,0,global,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,4,0,0,0.2,1.2,40,30,35,50,70,55,280,1,ultra-common,mf
485,407,Roserade,0,global,Grass,Poison,Natural Cure,Poison Point,Technician,4,0,0,0.9,14.5,60,70,65,125,105,90,515,1,common,fo
486,408,Cranidos,0,global,Rock,"",Mold Breaker,"",Sheer Force,4,0,0,0.9,31.5,67,125,40,30,30,58,350,1,ultra-common,mf
487,409,Rampardos,0,global,Rock,"",Mold Breaker,"",Sheer Force,4,0,0,1.6,102.5,97,165,60,65,50,58,495,1,common,mf
488,410,Shieldon,0,global,Rock,Steel,Sturdy,"",Soundproof,4,0,0,0.5,57,30,42,118,42,88,30,350,1,ultra-common,mf
489,411,Bastiodon,0,global,Rock,Steel,Sturdy,"",Soundproof,4,0,0,1.3,149.5,60,52,168,47,138,30,495,1,common,mf
490,412,Burmy,0,global,Bug,"",Shed Skin,"",Overcoat,4,0,0,0.2,3.4,40,29,45,29,45,36,224,1,ultra-common,mf
491,412,Burmy,1,global,Bug,"",Shed Skin,"",Overcoat,4,0,0,0.2,3.4,40,29,45,29,45,36,224,1,ultra-common,mf
492,412,Burmy,2,global,Bug,"",Shed Skin,"",Overcoat,4,0,0,0.2,3.4,40,29,45,29,45,36,224,1,ultra-common,mf
493,413,Wormadam,0,global,Bug,Grass,Anticipation,"",Overcoat,4,0,0,0.5,6.5,60,59,85,79,105,36,424,1,common,fo
494,413,Wormadam,1,global,Bug,Ground,Anticipation,"",Overcoat,4,0,0,0.5,6.5,60,79,105,59,85,36,424,1,common,fo
495,413,Wormadam,2,global,Bug,Steel,Anticipation,"",Overcoat,4,0,0,0.5,6.5,60,69,95,69,95,36,424,1,common,fo
496,414,Mothim,0,global,Bug,Flying,Swarm,"",Tinted Lens,4,0,0,0.9,23.3,70,94,50,94,50,66,424,1,common,mo
497,415,Combee,0,global,Bug,Flying,Honey Gather,"",Hustle,4,0,0,0.3,5.5,30,30,42,30,42,70,244,1,ultra-common,fo
498,416,Vespiquen,0,global,Bug,Flying,Pressure,"",Unnerve,4,0,0,1.2,38.5,70,80,102,80,102,40,474,1,common,fo
499,417,Pachirisu,0,global,Electric,"",Run Away,Pickup,Volt Absorb,4,0,0,0.4,3.9,60,45,70,45,90,95,405,1,ultra-common,fo
500,418,Buizel,0,global,Water,"",Swift Swim,"",Water Veil,4,0,0,0.7,29.5,55,65,35,60,30,85,330,1,ultra-common,fo
501,419,Floatzel,0,global,Water,"",Swift Swim,"",Water Veil,4,0,0,1.1,33.5,85,105,55,85,50,115,495,1,common,fo
502,420,Cherubi,0,global,Grass,"",Chlorophyll,"","",4,0,0,0.4,3.3,45,35,45,62,53,35,275,1,ultra-common,mf
503,421,Cherrim,0,global,Grass,"",Flower Gift,"","",4,0,0,0.5,9.3,70,60,70,87,78,85,450,1,common,mf
504,421,Cherrim,1,global,Grass,"",Flower Gift,"","",4,0,0,0.5,9.3,70,60,70,87,78,85,450,1,common,mf
505,422,Shellos,0,global,Water,"",Sticky Hold,Storm Drain,Sand Force,4,0,0,0.3,6.3,76,48,48,57,62,34,325,1,ultra-common,mf
506,422,Shellos,1,global,Water,"",Sticky Hold,Storm Drain,Sand Force,4,0,0,0.3,6.3,76,48,48,57,62,34,325,1,ultra-common,mf
507,423,Gastrodon,0,global,Water,Ground,Sticky Hold,Storm Drain,Sand Force,4,0,0,0.9,29.9,111,83,68,92,82,39,475,1,common,mf
508,423,Gastrodon,1,global,Water,Ground,Sticky Hold,Storm Drain,Sand Force,4,0,0,0.9,29.9,111,83,68,92,82,39,475,1,common,mf
509,424,Ambipom,0,global,Normal,"",Technician,Pickup,Skill Link,4,0,0,1.2,20.3,75,100,66,60,66,115,482,1,common,fo
510,425,Drifloon,0,global,Ghost,Flying,Aftermath,Unburden,Flare Boost,4,0,0,0.4,1.2,90,50,34,60,44,70,348,1,ultra-common,mf
511,426,Drifblim,0,global,Ghost,Flying,Aftermath,Unburden,Flare Boost,4,0,0,1.2,15,150,80,44,90,54,80,498,1,common,mf
512,427,Buneary,0,global,Normal,"",Run Away,Klutz,Limber,4,0,0,0.4,5.5,55,66,44,44,56,85,350,1,ultra-common,mf
513,428,Lopunny,0,global,Normal,"",Cute Charm,Klutz,Limber,4,0,0,1.2,33.3,65,76,84,54,96,105,480,1,common,mf
514,428,Mega Lopunny,0,global,Normal,Fighting,Scrappy,"","",4,0,1,1.3,28.3,65,136,94,54,96,135,580,1,rare,mf
515,429,Mismagius,0,global,Ghost,"",Levitate,"","",4,0,0,0.9,4.4,60,60,60,105,105,105,495,1,common,mf
516,430,Honchkrow,0,global,Dark,Flying,Insomnia,Super Luck,Moxie,4,0,0,0.9,27.3,100,125,52,105,52,71,505,1,common,mf
517,431,Glameow,0,global,Normal,"",Limber ,Own Tempo,Keen Eye,4,0,0,0.5,3.9,49,55,42,42,37,85,310,1,ultra-common,mf
518,432,Purugly,0,global,Normal,"",Thick Fat,Own Tempo,Defiant,4,0,0,1,43.8,71,82,64,64,59,112,452,1,common,mf
519,433,Chingling,0,global,Psychic,"",Levitate,"","",4,0,0,0.2,0.6,45,30,50,65,50,45,285,1,ultra-common,mf
520,434,Stunky,0,global,Poison,Dark,Stench,Aftermath,Keen Eye,4,0,0,0.4,19.2,63,63,47,41,41,74,329,1,ultra-common,mf
521,435,Skuntank,0,global,Poison,Dark,Stench,Aftermath,Keen Eye,4,0,0,1,38,103,93,67,71,61,84,479,1,common,mf
522,436,Bronzor,0,global,Steel,Psychic,Levitate,Heatproof,Heavy Metal,4,0,0,0.5,60.5,57,24,86,24,86,23,300,1,ultra-common,uk
523,437,Bronzong,0,global,Steel,Psychic,Levitate,Heatproof,Heavy Metal,4,0,0,1.3,187,67,89,116,79,116,33,500,1,common,uk
524,438,Bonsly,0,global,Rock,"",Sturdy,Rock Head,Rattled,4,0,0,0.5,15,50,80,95,10,45,10,290,1,ultra-common,mf
525,439,Mime Jr.,0,global,Psychic,Fairy,Soundproof,Filter,Technician,4,0,0,0.6,13,20,25,45,70,90,60,310,1,ultra-common,mf
526,440,Happiny,0,global,Normal,"",Natural cure,Serene Grace,Friend Guard,4,0,0,0.6,24.4,100,5,5,15,65,30,220,1,ultra-common,fo
527,441,Chatot,0,global,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,4,0,0,0.5,1.9,76,65,45,92,42,91,411,1,ultra-common,mf
528,442,Spiritomb,0,global,Ghost,Dark,Pressure,"",Infiltrator,4,0,0,1,108,50,92,108,92,108,35,485,1,common,mf
529,443,Gible,0,global,Dragon,Ground,Sand Veil,"",Rough Skin,4,0,0,0.7,20.5,58,70,45,40,45,42,300,1,ultra-common,fo
530,444,Gabite,0,global,Dragon,Ground,Sand Veil,"",Rough Skin,4,0,0,1.4,56,68,90,65,50,55,82,410,1,ultra-common,fo
531,445,Garchomp,0,global,Dragon,Ground,Sand Veil,"",Rough Skin,4,0,0,1.9,95,108,130,95,80,85,102,600,1,ultra-rare,fo
532,445,Mega Garchomp,0,global,Dragon,Ground,Sand Force,"","",4,0,1,1.9,95,108,170,115,120,95,92,700,1,rare,fo
533,446,Munchlax,0,global,Normal,"",Pickup,Thick Fat,Gluttony,4,0,0,0.6,105,135,85,40,40,85,5,390,1,ultra-common,mf
534,447,Riolu,0,global,Fighting,"",Steadfast,Inner Focus,Prankster,4,0,0,0.7,20.2,40,70,40,35,40,60,285,1,ultra-common,mf
535,448,Lucario,0,global,Fighting,Steel,Steadfast,Inner Focus,Justified,4,0,0,1.2,54,70,110,70,115,70,90,525,1,rare,mf
536,448,Mega Lucario,0,global,Fighting,Steel,Adaptability,"","",4,0,1,1.3,57.5,70,145,88,140,70,112,625,1,rare,mf
537,449,Hippopotas,0,global,Ground,"",Sand Stream,"",Sand Force,4,0,0,0.8,49.5,68,72,78,38,42,32,330,1,ultra-common,fo
538,450,Hippowdon,0,global,Ground,"",Sand Stream,"",Sand Force,4,0,0,2,300,108,112,118,68,72,47,525,1,rare,fo
539,451,Skorupi,0,global,Poison,Bug,Battle Armor,Sniper,Keen Eye,4,0,0,0.8,12,40,50,90,30,55,65,330,1,ultra-common,mf
540,452,Drapion,0,global,Poison,Dark,Battle Armor,Sniper,Keen Eye,4,0,0,1.3,61.5,70,90,110,60,75,95,500,1,common,mf
541,453,Croagunk,0,global,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,4,0,0,0.7,23,48,61,40,61,40,50,300,1,ultra-common,fo
542,454,Toxicroak,0,global,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,4,0,0,1.3,44.4,83,106,65,86,65,85,490,1,common,fo
543,455,Carnivine,0,global,Grass,"",Levitate,"","",4,0,0,1.4,27,74,100,72,90,72,46,454,1,common,mf
544,456,Finneon,0,global,Water,"",Swift Swim,Storm Drain,Water Veil,4,0,0,0.4,7,49,49,56,49,61,66,330,1,ultra-common,fo
545,457,Lumineon,0,global,Water,"",Swift Swim,Storm Drain,Water Veil,4,0,0,1.2,24,69,69,76,69,86,91,460,1,common,fo
546,458,Mantyke,0,global,Water,Flying,Swift Swim,Water Absorb,Water Veil,4,0,0,1,65,45,20,50,60,120,50,345,1,ultra-common,mf
547,459,Snover,0,global,Grass,Ice,Snow Warning,"",Soundproof,4,0,0,1,50.5,60,62,50,62,60,40,334,1,ultra-common,fo
548,460,Abomasnow,0,global,Grass,Ice,Snow Warning,"",Soundproof,4,0,0,2.2,135.5,90,92,75,92,85,60,494,1,common,fo
549,460,Mega Abomasnow,0,global,Grass,Ice,Snow Warning,"","",4,0,1,2.7,185,90,132,105,132,105,30,594,1,rare,fo
550,461,Weavile,0,global,Dark,Ice,Pressure,"",Pickpocket,4,0,0,1.1,34,70,120,65,45,85,125,510,1,common,fo
551,462,Magnezone,0,global,Electric,Steel,Magnet Pull,Sturdy,Analytic,4,0,0,1.2,180,70,70,115,130,90,60,535,1,rare,uk
552,463,Lickilicky,0,global,Normal,"",Own Tempo,Oblivious,Cloud Nine,4,0,0,1.7,140,110,85,95,80,95,50,515,1,common,mf
553,464,Rhyperior,0,global,Ground,Rock,Lightning Rod,Solid Rock,Reckless,4,0,0,2.4,282.8,115,140,130,55,55,40,535,1,rare,fo
554,465,Tangrowth,0,global,Grass,"",Chlorophyll,Leaf Guard,Regenerator,4,0,0,2,128.6,100,100,125,110,50,50,535,1,rare,fo
555,466,Electivire,0,global,Electric,"",Motor Drive,"",Vital Spilit,4,0,0,1.8,138.6,75,123,67,95,85,95,540,1,rare,mf
556,467,Magmortar,0,global,Fire,"",Flame Body,"",Vital Spilit,4,0,0,1.6,68,75,95,67,125,95,83,540,1,rare,mf
557,468,Togekiss,0,global,Fairy,Flying,Hustle,Serene Grace,Super Luck,4,0,0,1.5,38,85,50,95,120,115,80,545,1,rare,mf
558,469,Yanmega,0,global,Bug,Flying,Speed Boost,Tinted Lens,Frisk,4,0,0,1.9,51.5,86,76,86,116,56,95,515,1,common,mf
559,470,Leafeon,0,global,Grass,"",Leaf Guard,"",Chlorophyll,4,0,0,1,25.5,65,110,130,60,65,95,525,1,rare,mf
560,471,Glaceon,0,global,Ice,"",Snow Cloak,"",Ice Body,4,0,0,0.8,25.9,65,60,110,130,95,65,525,1,rare,mf
561,472,Gliscor,0,global,Ground,Flying,Hyper Cutter,Sand Veil,Poison Heal,4,0,0,2,42.5,75,95,125,45,75,95,510,1,common,mf
562,473,Mamoswine,0,global,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,4,0,0,2.5,291,110,130,80,70,60,80,530,1,rare,fo
563,474,Porygon-Z,0,global,Normal,"",Adaptability,Download,Analytic,4,0,0,0.9,34,85,80,70,135,75,90,535,1,ultra-rare,uk
564,475,Gallade,0,global,Psychic,Fighting,Steadfast,"",Justified,4,0,0,1.6,52,68,125,65,65,115,80,518,1,rare,mo
565,475,Mega Gallade,0,global,Psychic,Fighting,Inner Focus,"","",4,0,1,1.6,56.4,68,165,95,65,115,110,618,1,rare,mo
566,476,Probopass,0,global,Rock,Steel,Sturdy,Magnet Pull,Sand Force,4,0,0,1.4,340,60,55,145,75,150,40,525,1,rare,mf
567,477,Dusknoir,0,global,Ghost,"",Pressure,"",Frisk,4,0,0,2.2,106.6,45,100,135,65,135,45,525,1,rare,mf
568,478,Froslass,0,global,Ice,Ghost,Snow Cloak,"",Cursed Body,4,0,0,1.3,26.6,70,80,70,80,70,110,480,1,common,fo
